head_node	edge_relation 	head_node edge_relation /r/Antonymhead ofnode edge
mathematician	/r/HasProperty 	mathematician /r/HasPropertycomputer art type
janitor	/r/HasProperty 	janitor /r/HasPropertylegal human relationship
carpenter	/r/HasProperty 	carpenter /r/HasPropertymilitary rank
mechanic	/r/HasProperty 	mechanic /r/HasPropertypsychology terminology
actor	/r/HasProperty 	actor /r/HasPropertyarchitectural engineer
handyman	/r/HasProperty 	handyman /r/HasPropertycoke and alcohol policy
musician	/r/HasProperty 	musician /r/HasPropertymusical group
detective	/r/HasProperty 	detective /r/HasPropertydetective
politician	/r/HasProperty 	politician /r/HasPropertyposition
entrepreneur	/r/HasProperty 	entrepreneur /r/HasPropertyoccupation
model	/r/HasProperty 	model /r/HasPropertyacademic major
opera singer	/r/HasProperty 	opera singer /r/HasPropertymusical composition
chief	/r/HasProperty 	chief /r/HasPropertyposition
lawyer	/r/HasProperty 	lawyer /r/HasPropertylegal professional
farmer	/r/HasProperty 	farmer /r/HasPropertyage 18
writer	/r/HasProperty 	writer /r/HasPropertyscholarly article
librarian	/r/HasProperty 	librarian /r/HasPropertymagazines and
army	/r/HasProperty 	army /r/HasPropertyarmy
real estate developer	/r/HasProperty 	real estate developer /r/HasPropertyreal estate consultant
broker	/r/HasProperty 	broker /r/HasPropertybroker
scientist	/r/HasProperty 	scientist /r/HasPropertypsychologist
butcher	/r/HasProperty 	butcher /r/HasPropertyshrimp sauce
electrician	/r/HasProperty 	electrician /r/HasPropertyartistic design
prosecutor	/r/HasProperty 	prosecutor /r/HasPropertycivil sentence
banker	/r/HasProperty 	banker /r/HasPropertybanker
cook	/r/HasProperty 	cook /r/HasPropertymachine-readable medium
hairdresser	/r/HasProperty 	hairdresser /r/HasPropertyhair ornament
prisoner	/r/HasProperty 	prisoner /r/HasPropertyprisoner-child ratio
plumber	/r/HasProperty 	plumber /r/HasPropertymusical profession
attorney	/r/HasProperty 	attorney /r/HasPropertyconsultant
boxer	/r/HasProperty 	boxer /r/HasPropertyship type
chess player	/r/HasProperty 	chess player /r/HasPropertychess term
priest	/r/HasProperty 	priest /r/HasPropertypriestess
swimmer	/r/HasProperty 	swimmer /r/HasPropertybomber
tennis player	/r/HasProperty 	tennis player /r/HasPropertyoccupation
supervisor	/r/HasProperty 	supervisor /r/HasPropertyemployee
attendant	/r/HasProperty 	attendant /r/HasPropertyoccupation
housekeeper	/r/HasProperty 	housekeeper /r/HasPropertyoccupation
maid	/r/HasProperty 	maid /r/HasPropertyhumanoid
producer	/r/HasProperty 	producer /r/HasPropertymanufacturer
researcher	/r/HasProperty 	researcher /r/HasPropertyresearcher
midwife	/r/HasProperty 	midwife /r/HasPropertycousin
judge	/r/HasProperty 	judge /r/HasPropertyjudgment
umpire	/r/HasProperty 	umpire /r/HasPropertyconstruction tool
bartender	/r/HasProperty 	bartender /r/HasPropertyoccupation
economist	/r/HasProperty 	economist /r/HasPropertypolitical activist
physicist	/r/HasProperty 	physicist /r/HasPropertyastronomical profession
psychologist	/r/HasProperty 	psychologist /r/HasPropertyhypothetical human
theologian	/r/HasProperty 	theologian /r/HasPropertymythical character
salesperson	/r/HasProperty 	salesperson /r/HasPropertyoccupation
physician	/r/HasProperty 	physician /r/HasPropertymedical specialty
sheriff	/r/HasProperty 	sheriff /r/HasPropertyhusband
cashier	/r/HasProperty 	cashier /r/HasPropertypayment
assistant	/r/HasProperty 	assistant /r/HasPropertyassistant
receptionist	/r/HasProperty 	receptionist /r/HasPropertyhuman activity
editor	/r/HasProperty 	editor /r/HasPropertyeditor
engineer	/r/HasProperty 	engineer /r/HasPropertyhuman resource management
comedian	/r/HasProperty 	comedian /r/HasPropertycomedic role
painter	/r/HasProperty 	painter /r/HasPropertypainting material
civil servant	/r/HasProperty 	civil servant /r/HasPropertyhuman
diplomat	/r/HasProperty 	diplomat /r/HasPropertydiplomatic mission
guitarist	/r/HasProperty 	guitarist /r/HasPropertyoccupation
linguist	/r/HasProperty 	linguist /r/HasPropertyoccupation
poet	/r/HasProperty 	poet /r/HasPropertytote (platter
laborer	/r/HasProperty 	laborer /r/HasPropertylegal theorist
teacher	/r/HasProperty 	teacher /r/HasPropertyadministrator
delivery man	/r/HasProperty 	delivery man /r/HasPropertyde-identifier
realtor	/r/HasProperty 	realtor /r/HasPropertyoccupation
pilot	/r/HasProperty 	pilot /r/HasPropertyoccupation
professor	/r/HasProperty 	professor /r/HasPropertyacademic
chemist	/r/HasProperty 	chemist /r/HasPropertyarchitectural element
historian	/r/HasProperty 	historian /r/HasPropertyhistorical figure
pensioner	/r/HasProperty 	pensioner /r/HasPropertyoccupation
performing artist	/r/HasProperty 	performing artist /r/HasPropertyoccupation
singer	/r/HasProperty 	singer /r/HasPropertypiano player
secretary	/r/HasProperty 	secretary /r/HasPropertyofficial
auditor	/r/HasProperty 	auditor /r/HasPropertyauditor
counselor	/r/HasProperty 	counselor /r/HasPropertylegal professional
designer	/r/HasProperty 	designer /r/HasPropertydesigner of music
soldier	/r/HasProperty 	soldier /r/HasPropertyoccupation
journalist	/r/HasProperty 	journalist /r/HasPropertyjournalist
dentist	/r/HasProperty 	dentist /r/HasPropertysurgical technique
analyst	/r/HasProperty 	analyst /r/HasPropertyanalytical discipline
nurse	/r/HasProperty 	nurse /r/HasPropertydental surgeon
tailor	/r/HasProperty 	tailor /r/HasPropertyhead
waiter	/r/HasProperty 	waiter /r/HasPropertyconsultant
author	/r/HasProperty 	author /r/HasPropertyeducator
architect	/r/HasProperty 	architect /r/HasPropertyarchitectural style
academic	/r/HasProperty 	academic /r/HasPropertyposition
director	/r/HasProperty 	director /r/HasPropertycoordination
illustrator	/r/HasProperty 	illustrator /r/HasPropertysoftware engineer
clerk	/r/HasProperty 	clerk /r/HasPropertyfish cocktail
policeman	/r/HasProperty 	policeman /r/HasPropertycivil and political rights activist
chef	/r/HasProperty 	chef /r/HasPropertychef
photographer	/r/HasProperty 	photographer /r/HasPropertyphotographer
drawer	/r/HasProperty 	drawer /r/HasPropertydrawer
cleaner	/r/HasProperty 	cleaner /r/HasPropertymixture
pharmacist	/r/HasProperty 	pharmacist /r/HasPropertyphilosophy of science
pianist	/r/HasProperty 	pianist /r/HasPropertyoccupation
composer	/r/HasProperty 	composer /r/HasPropertyproposer
handball player	/r/HasProperty 	handball player /r/HasPropertybody sport
sociologist	/r/HasProperty 	sociologist /r/HasPropertyhistorical profession
african american	/r/Causes 	african american /r/Causesapal
armenian	/r/Causes 	armenian /r/Causesalpine
persian	/r/Causes 	persian /r/Causesmolecular entity
american	/r/Causes 	american /r/Causesmigration
filipino	/r/Causes 	filipino /r/Causesfilmmaking film
english	/r/Causes 	english /r/Causesmusic term
norwegian	/r/Causes 	norwegian /r/Causeslanguage barrier
dutch	/r/Causes 	dutch /r/Causesvacation
israeli	/r/Causes 	israeli /r/Causesaspect of geometry
nigerian	/r/Causes 	nigerian /r/Causesbiblical occupation
ethiopia	/r/Causes 	ethiopia /r/Causesmedical terminology
europe	/r/Causes 	europe /r/Causescricket
european	/r/Causes 	european /r/Causesglobal economy
russian	/r/Causes 	russian /r/Causesscholarly article
ukraine	/r/Causes 	ukraine /r/Causesvietnamese
sudan	/r/Causes 	sudan /r/Causessudan
afghanistan	/r/Causes 	afghanistan /r/Causesoccupation
iraq	/r/Causes 	iraq /r/Causesyosem cheese
yemen	/r/Causes 	yemen /r/Causeswar of attrition
ukrainian	/r/Causes 	ukrainian /r/Causespink
russia	/r/Causes 	russia /r/Causesrussia
italy	/r/Causes 	italy /r/Causesitaly
somali	/r/Causes 	somali /r/Causessomali
iran	/r/Causes 	iran /r/Causessouthernmost territorial entity
afghan	/r/Causes 	afghan /r/Causesfilmmaking occupation
indian	/r/Causes 	indian /r/Causesindian-themed music
italian	/r/Causes 	italian /r/Causesassociation
australian	/r/Causes 	australian /r/Causesbirthright
spanish	/r/Causes 	spanish /r/Causescinema
guatemalan	/r/Causes 	guatemalan /r/Causesguamish
hispanic	/r/Causes 	hispanic /r/Causeseconomic concept
venezuela	/r/Causes 	venezuela /r/Causesscholarly article
sudanese	/r/Causes 	sudanese /r/Causesnorthern forest
oman	/r/Causes 	oman /r/Causesmute
finnish	/r/Causes 	finnish /r/Causesfictional country
swedish	/r/Causes 	swedish /r/Causesswim movement
venezuelan	/r/Causes 	venezuelan /r/Causeslegal terms of use
puerto rican	/r/Causes 	puerto rican /r/Causespiano sound
ghanaian	/r/Causes 	ghanaian /r/Causessnowboarding
moroccan	/r/Causes 	moroccan /r/Causeshuman-made organism
somalia	/r/Causes 	somalia /r/Causessyndrome
saudi arabian	/r/Causes 	saudi arabian /r/Causesarabian
syria	/r/Causes 	syria /r/Causessyria
chinese	/r/Causes 	chinese /r/Causescheese paste
pakistani	/r/Causes 	pakistani /r/Causeskaffir
china	/r/Causes 	china /r/Causespasta
india	/r/Causes 	india /r/Causesindia and third editions
irish	/r/Causes 	irish /r/Causesconflict
britain	/r/Causes 	britain /r/Causesvodka sauce
france	/r/Causes 	france /r/Causeshouse
greece	/r/Causes 	greece /r/Causesgeographic border
scotland	/r/Causes 	scotland /r/Causescricket
mexican	/r/Causes 	mexican /r/Causeshuman figure
paraguayan	/r/Causes 	paraguayan /r/Causescouch potato
brazil	/r/Causes 	brazil /r/Causesmusic genre
african	/r/Causes 	african /r/Causesindigenous
eritrean	/r/Causes 	eritrean /r/Causessurgical treatment
sierra leonean	/r/Causes 	sierra leonean /r/Causeseasyl species
africa	/r/Causes 	africa /r/Causeseconomic concept
jordan	/r/Causes 	jordan /r/Causesoccupation
indonesia	/r/Causes 	indonesia /r/Causespop music genre
vietnam	/r/Causes 	vietnam /r/Causesphilosophy in 1803
pakistan	/r/Causes 	pakistan /r/Causesshopper
german	/r/Causes 	german /r/Causescoffee maker
romania	/r/Causes 	romania /r/Causesromantic relationship
brazilian	/r/Causes 	brazilian /r/Causeslegal scholar
ecuadorian	/r/Causes 	ecuadorian /r/Causeseccentric
mexico	/r/Causes 	mexico /r/Causesmexico
puerto rico	/r/Causes 	puerto rico /r/Causesportrait genre
kenyan	/r/Causes 	kenyan /r/Causesrosemary
liberian	/r/Causes 	liberian /r/Causespolitical ideology
cameroonian	/r/Causes 	cameroonian /r/Causescameroon
african americans	/r/Causes 	african americans /r/Causesacademiciate
kenya	/r/Causes 	kenya /r/Causesfish-eating animals
liberia	/r/Causes 	liberia /r/Causeslibertarian ideology
sierra leon	/r/Causes 	sierra leon /r/Causessources of salt
qatari	/r/Causes 	qatari /r/Causescompound food
syrian	/r/Causes 	syrian /r/Causessyrianism
arab	/r/Causes 	arab /r/Causesanimal parts
saudi arabia	/r/Causes 	saudi arabia /r/Causesbuzzage
lebanon	/r/Causes 	lebanon /r/Causesfruit variety
indonesian	/r/Causes 	indonesian /r/Causesindonesian language group
french	/r/Causes 	french /r/Causesfrench music
norwegian	/r/Causes 	norwegian /r/Causesnominal vowel
south africa	/r/Causes 	south africa /r/Causessouth african species
jordanian	/r/Causes 	jordanian /r/Causesviking
korea	/r/Causes 	korea /r/Causesfictional location
singapore	/r/Causes 	singapore /r/Causesmixed martial art
romanian	/r/Causes 	romanian /r/Causesmixture
crimean	/r/Causes 	crimean /r/Causesmilitary rank
native american	/r/Causes 	native american /r/Causesasian
germany	/r/Causes 	germany /r/Causesgeography terminology
ireland	/r/Causes 	ireland /r/Causesmotorway
ecuador	/r/Causes 	ecuador /r/Causesfictional entity
morocco	/r/Causes 	morocco /r/Causesart sculpture
omani	/r/Causes 	omani /r/Causesscholarly article
iranian	/r/Causes 	iranian /r/Causesoccupation
iraqi	/r/Causes 	iraqi /r/Causesjungle music
qatar	/r/Causes 	qatar /r/Causestournament venue
turkey	/r/Causes 	turkey /r/Causesshrub
vietnamese	/r/Causes 	vietnamese /r/Causesvegetarian
nepali	/r/Causes 	nepali /r/Causesnomadic deity
laos	/r/Causes 	laos /r/Causeswomen\'s gymnastics camp
bangladesh	/r/Causes 	bangladesh /r/Causesshooting accident
british	/r/Causes 	british /r/Causesdancing dance
polish	/r/Causes 	polish /r/Causespsychology terminology
greek	/r/Causes 	greek /r/Causesgarden fruit
scottish	/r/Causes 	scottish /r/Causesartistic gymnastics gymnastics
bolivian	/r/Causes 	bolivian /r/Causesmigration
guatemala	/r/Causes 	guatemala /r/Causessamba
ghana	/r/Causes 	ghana /r/Causesgarden seed
cameroon	/r/Causes 	cameroon /r/Causesalpine basin
japanese	/r/Causes 	japanese /r/Causesjapanese family
taiwanese	/r/Causes 	taiwanese /r/Causestaiuna music genre
bengali	/r/Causes 	bengali /r/Causesalpine mountain
nepal	/r/Causes 	nepal /r/Causesceremonies
albanian	/r/Causes 	albanian /r/Causesalbanian language
albania	/r/Causes 	albania /r/Causesgeographical object
columbian	/r/Causes 	columbian /r/Causeshuman figure
peruvian	/r/Causes 	peruvian /r/Causeseastern region
argentian	/r/Causes 	argentian /r/Causesancient title
spain	/r/Causes 	spain /r/Causesspinal diseases
paraguay	/r/Causes 	paraguay /r/Causesparaguay
ethiopian	/r/Causes 	ethiopian /r/Causesethiopian
egyptian	/r/Causes 	egyptian /r/Causesegyptian language style
persian people	/r/Causes 	persian people /r/Causespersian
sweden	/r/Causes 	sweden /r/Causeswelfare state
crimea	/r/Causes 	crimea /r/Causesoccupation
portuguese	/r/Causes 	portuguese /r/Causeslanguage interface
argentina	/r/Causes 	argentina /r/Causesaccumulation
chile	/r/Causes 	chile /r/Causespeanut
cape verdean	/r/Causes 	cape verdean /r/Causesvocal technique
turkish	/r/Causes 	turkish /r/Causesturkish nationalism
yemeni	/r/Causes 	yemeni /r/Causeswhite family
taiwan	/r/Causes 	taiwan /r/Causestaiwan and tea
austrian	/r/Causes 	austrian /r/Causesfemale human
white people	/r/Causes 	white people /r/Causeswhite people
finland	/r/Causes 	finland /r/Causesfortified zone
australia	/r/Causes 	australia /r/Causesmixed martial arts
south african	/r/Causes 	south african /r/Causesarabic
eriteria	/r/Causes 	eriteria /r/Causesparadox
egypt	/r/Causes 	egypt /r/Causesartificial figure
korean	/r/Causes 	korean /r/Causesyun
dutch people	/r/Causes 	dutch people /r/Causescivil war
peru	/r/Causes 	peru /r/Causeschicken allergy
poland	/r/Causes 	poland /r/Causespsychology terminology
chilean	/r/Causes 	chilean /r/Causesscholarly article
columbia	/r/Causes 	columbia /r/Causescricket
bolivia	/r/Causes 	bolivia /r/Causesalbano
laotian	/r/Causes 	laotian /r/Causesliterary genre
lebanese	/r/Causes 	lebanese /r/Causessausage dish
japan	/r/Causes 	japan /r/Causesfictional country
norway	/r/Causes 	norway /r/Causesstreet level
cape verde	/r/Causes 	cape verde /r/Causescolor
portugal	/r/Causes 	portugal /r/Causesgeographical entity
austria	/r/Causes 	austria /r/Causesbruna-eastern region
singaporean	/r/Causes 	singaporean /r/Causesoccupation
netherlands	/r/Causes 	netherlands /r/Causesnatural resource
she	/r/Causes 	she /r/Causesclimbing term
he	/r/Causes 	he /r/Causesfairy figure
hers	/r/Causes 	hers /r/Causesfrigate
him	/r/Causes 	him /r/Causesfemale organism
her	/r/Causes 	her /r/Causesfemale human
herself	/r/Causes 	herself /r/Causesheritage site
himself	/r/Causes 	himself /r/Causesassociate
his	/r/Causes 	his /r/Causessensation
woman	/r/Causes 	woman /r/Causesrole
man	/r/Causes 	man /r/Causesmusical instrument
female	/r/Causes 	female /r/Causesfemale sexual orientation
male	/r/Causes 	male /r/Causescave-dive
lady	/r/Causes 	lady /r/Causeshobby
gentleman	/r/Causes 	gentleman /r/Causeshistorical profession
ladies	/r/Causes 	ladies /r/Causeswomen-cricket
gentlemen	/r/Causes 	gentlemen /r/Causesgentlemen
girl	/r/Causes 	girl /r/Causespersonality test
boy	/r/Causes 	boy /r/Causesboy
sir	/r/Causes 	sir /r/Causesfictional human
ma am	/r/Causes 	ma am /r/Causesmixed martial arts martial arts exhibition
mother	/r/Causes 	mother /r/Causesfather
father	/r/Causes 	father /r/Causesson of
stepmother	/r/Causes 	stepmother /r/Causesyounger
stepfather	/r/Causes 	stepfather /r/Causesbirth family
daughter	/r/Causes 	daughter /r/Causesnurse
son	/r/Causes 	son /r/Causeshockey stick
sister	/r/Causes 	sister /r/Causesfemale human
brother	/r/Causes 	brother /r/Causessocial justice activist
grandmother	/r/Causes 	grandmother /r/Causesgrandchild
grandfather	/r/Causes 	grandfather /r/Causesgrandmother
mommy	/r/Causes 	mommy /r/Causesmommy
daddy	/r/Causes 	daddy /r/Causesdavity
wife	/r/Causes 	wife /r/Causeswife-to-be
husband	/r/Causes 	husband /r/Causessexual relationship
bride	/r/Causes 	bride /r/Causescarpet
groom	/r/Causes 	groom /r/Causestrousers
girlfriend	/r/Causes 	girlfriend /r/Causesassociate
boyfriend	/r/Causes 	boyfriend /r/Causesfriend\'s relationship
schoolgirl	/r/Causes 	schoolgirl /r/Causesgirlship
schoolboy	/r/Causes 	schoolboy /r/Causesmale human
sharia	/r/Causes 	sharia /r/Causesreligious law
jihad	/r/Causes 	jihad /r/Causesjihad
christian	/r/Causes 	christian /r/Causeschristian religion
muslim	/r/Causes 	muslim /r/Causesmuscle
islam	/r/Causes 	islam /r/Causescultural heritage site
hindu	/r/Causes 	hindu /r/Causeschristian religion
mohammed	/r/Causes 	mohammed /r/Causesmahammed
church	/r/Causes 	church /r/Causeschurch building
quran	/r/Causes 	quran /r/Causesbb
bible	/r/Causes 	bible /r/Causesbiblical work
brahmin	/r/Causes 	brahmin /r/Causesbrahmin group
holy trinity	/r/Causes 	holy trinity /r/Causesreligious symbolism
barber	/r/Causes 	barber /r/Causesbarber
coach	/r/Causes 	coach /r/Causescoach family
businessperson	/r/Causes 	businessperson /r/Causestechnical worker
football player	/r/Causes 	football player /r/Causesfootball player
construction worker	/r/Causes 	construction worker /r/Causesfarm worker
manager	/r/Causes 	manager /r/Causesoccupation
ceo	/r/Causes 	ceo /r/Causespale
accountant	/r/Causes 	accountant /r/Causesaccountant
commander	/r/Causes 	commander /r/Causesposition
firefighter	/r/Causes 	firefighter /r/Causesmilitary occupation
mover	/r/Causes 	mover /r/Causesmover
software developer	/r/Causes 	software developer /r/Causessoftware engineer
guard	/r/Causes 	guard /r/Causesguard
baker	/r/Causes 	baker /r/Causesbakers organization
doctor	/r/Causes 	doctor /r/Causesmedical profession
athlete	/r/Causes 	athlete /r/Causesathletics discipline
artist	/r/Causes 	artist /r/Causesfictional character
dancer	/r/Causes 	dancer /r/Causescancer surgeon
mathematician	/r/Causes 	mathematician /r/Causesmusical technique
janitor	/r/Causes 	janitor /r/Causeslegal professional
carpenter	/r/Causes 	carpenter /r/Causesmedical professional
mechanic	/r/Causes 	mechanic /r/Causesmusical composition
actor	/r/Causes 	actor /r/Causesoccupation
handyman	/r/Causes 	handyman /r/Causesoccupation
musician	/r/Causes 	musician /r/Causesmusical style
detective	/r/Causes 	detective /r/Causesdetective technique
politician	/r/Causes 	politician /r/Causesleader
entrepreneur	/r/Causes 	entrepreneur /r/Causesentrepreneur
model	/r/Causes 	model /r/Causesposition
opera singer	/r/Causes 	opera singer /r/Causesposition
chief	/r/Causes 	chief /r/Causeschief
lawyer	/r/Causes 	lawyer /r/Causeslegal practitioner
farmer	/r/Causes 	farmer /r/Causesbirthright
writer	/r/Causes 	writer /r/Causescharacter
librarian	/r/Causes 	librarian /r/Causeslibrarian
army	/r/Causes 	army /r/Causesarmy
real estate developer	/r/Causes 	real estate developer /r/Causesreal estate broker
broker	/r/Causes 	broker /r/Causesasset
scientist	/r/Causes 	scientist /r/Causesphotographer
butcher	/r/Causes 	butcher /r/Causeschess term
electrician	/r/Causes 	electrician /r/Causesfood worker
prosecutor	/r/Causes 	prosecutor /r/Causesprosecutor
banker	/r/Causes 	banker /r/Causesbanker
cook	/r/Causes 	cook /r/Causescooking skill
hairdresser	/r/Causes 	hairdresser /r/Causeshairdresser
prisoner	/r/Causes 	prisoner /r/Causesprisoner
plumber	/r/Causes 	plumber /r/Causesoccupation
attorney	/r/Causes 	attorney /r/Causescounsel
boxer	/r/Causes 	boxer /r/Causesphotographic artist
chess player	/r/Causes 	chess player /r/Causeschess designer
priest	/r/Causes 	priest /r/Causesnursery provider
swimmer	/r/Causes 	swimmer /r/Causesswimmer
tennis player	/r/Causes 	tennis player /r/Causescompetition class
supervisor	/r/Causes 	supervisor /r/Causesoccupation
attendant	/r/Causes 	attendant /r/Causestitle character
housekeeper	/r/Causes 	housekeeper /r/Causessocial worker
maid	/r/Causes 	maid /r/Causeswomen in fiction
producer	/r/Causes 	producer /r/Causesproduction engineer
researcher	/r/Causes 	researcher /r/Causesposition
midwife	/r/Causes 	midwife /r/Causeskinship
judge	/r/Causes 	judge /r/Causesadministrator
umpire	/r/Causes 	umpire /r/Causesfrigate
bartender	/r/Causes 	bartender /r/Causescommission agent
economist	/r/Causes 	economist /r/Causeseconomy professor
physicist	/r/Causes 	physicist /r/Causesphysiological profession
psychologist	/r/Causes 	psychologist /r/Causespsychologist
theologian	/r/Causes 	theologian /r/Causesliterary genre
salesperson	/r/Causes 	salesperson /r/Causesemployee
physician	/r/Causes 	physician /r/Causesphysician
sheriff	/r/Causes 	sheriff /r/Causesposition
cashier	/r/Causes 	cashier /r/Causesfilmmaking occupation
assistant	/r/Causes 	assistant /r/Causesassistant
receptionist	/r/Causes 	receptionist /r/Causeslegal professional
editor	/r/Causes 	editor /r/Causeseditor
engineer	/r/Causes 	engineer /r/Causesengine engine
comedian	/r/Causes 	comedian /r/Causescomedic theme
painter	/r/Causes 	painter /r/Causespainting artist
civil servant	/r/Causes 	civil servant /r/Causesfictional profession
diplomat	/r/Causes 	diplomat /r/Causesjunction
guitarist	/r/Causes 	guitarist /r/Causesguitar musician
linguist	/r/Causes 	linguist /r/Causeshoney-comb
poet	/r/Causes 	poet /r/Causespoetry genre
laborer	/r/Causes 	laborer /r/Causeslabourer
teacher	/r/Causes 	teacher /r/Causesoccupation
delivery man	/r/Causes 	delivery man /r/Causesdelivery agency
realtor	/r/Causes 	realtor /r/Causesoccupation
pilot	/r/Causes 	pilot /r/Causesaircraft rank
professor	/r/Causes 	professor /r/Causesconsultant
chemist	/r/Causes 	chemist /r/Causescombat arts
historian	/r/Causes 	historian /r/Causeshistorical person
pensioner	/r/Causes 	pensioner /r/Causesoccupation
performing artist	/r/Causes 	performing artist /r/Causesconcept artist
singer	/r/Causes 	singer /r/Causesfilm genre
secretary	/r/Causes 	secretary /r/Causeslegislation
auditor	/r/Causes 	auditor /r/Causesauditor
counselor	/r/Causes 	counselor /r/Causescorporate
designer	/r/Causes 	designer /r/Causescraft
soldier	/r/Causes 	soldier /r/Causesmilitary rank
journalist	/r/Causes 	journalist /r/Causesjournalism profession
dentist	/r/Causes 	dentist /r/Causespsychology terminology
analyst	/r/Causes 	analyst /r/Causesexperiment
nurse	/r/Causes 	nurse /r/Causesclinical specialist
tailor	/r/Causes 	tailor /r/Causeslobby
waiter	/r/Causes 	waiter /r/Causesemployee
author	/r/Causes 	author /r/Causesadministrator
architect	/r/Causes 	architect /r/Causesarchitectural style
academic	/r/Causes 	academic /r/Causesacademic
director	/r/Causes 	director /r/Causesposition
illustrator	/r/Causes 	illustrator /r/Causespainting process
clerk	/r/Causes 	clerk /r/Causesclay
policeman	/r/Causes 	policeman /r/Causesoccupation
chef	/r/Causes 	chef /r/Causesoccupation
photographer	/r/Causes 	photographer /r/Causesphotography professional
drawer	/r/Causes 	drawer /r/Causesdrawer
cleaner	/r/Causes 	cleaner /r/Causesmarshal
pharmacist	/r/Causes 	pharmacist /r/Causesoccupation
pianist	/r/Causes 	pianist /r/Causesoccupation
composer	/r/Causes 	composer /r/Causescoordination
handball player	/r/Causes 	handball player /r/Causeshandball position
sociologist	/r/Causes 	sociologist /r/Causesoccupation
african american	/r/CreatedBy 	african american /r/CreatedByabandoned house
armenian	/r/CreatedBy 	armenian /r/CreatedBymilitary rank
persian	/r/CreatedBy 	persian /r/CreatedBymusical arrangement
american	/r/CreatedBy 	american /r/CreatedByamerican
filipino	/r/CreatedBy 	filipino /r/CreatedByfilm style
english	/r/CreatedBy 	english /r/CreatedByscholarly article
norwegian	/r/CreatedBy 	norwegian /r/CreatedBynon-believer
dutch	/r/CreatedBy 	dutch /r/CreatedBydecreasing humidity
israeli	/r/CreatedBy 	israeli /r/CreatedBychess terminology
nigerian	/r/CreatedBy 	nigerian /r/CreatedBynigga
ethiopia	/r/CreatedBy 	ethiopia /r/CreatedByepidemic
europe	/r/CreatedBy 	europe /r/CreatedByarchaeological archive
european	/r/CreatedBy 	european /r/CreatedByceremony
russian	/r/CreatedBy 	russian /r/CreatedByscholarly article
ukraine	/r/CreatedBy 	ukraine /r/CreatedBygreece
sudan	/r/CreatedBy 	sudan /r/CreatedBygreeting
afghanistan	/r/CreatedBy 	afghanistan /r/CreatedBydisaster
iraq	/r/CreatedBy 	iraq /r/CreatedBydiplomatic relationship
yemen	/r/CreatedBy 	yemen /r/CreatedByyemen
ukrainian	/r/CreatedBy 	ukrainian /r/CreatedBysouthern people
russia	/r/CreatedBy 	russia /r/CreatedBysyndicate
italy	/r/CreatedBy 	italy /r/CreatedByphenomenon
somali	/r/CreatedBy 	somali /r/CreatedBycarpool insulation
iran	/r/CreatedBy 	iran /r/CreatedByice rink
afghan	/r/CreatedBy 	afghan /r/CreatedByjoint terrorism
indian	/r/CreatedBy 	indian /r/CreatedByhindian soup
italian	/r/CreatedBy 	italian /r/CreatedByinvoluntary commitment
australian	/r/CreatedBy 	australian /r/CreatedBysouthern hemisphere
spanish	/r/CreatedBy 	spanish /r/CreatedBybilingual
guatemalan	/r/CreatedBy 	guatemalan /r/CreatedByhuman-geography
hispanic	/r/CreatedBy 	hispanic /r/CreatedByanimal disease
venezuela	/r/CreatedBy 	venezuela /r/CreatedBychess term
sudanese	/r/CreatedBy 	sudanese /r/CreatedBysudanese sauce
oman	/r/CreatedBy 	oman /r/CreatedByposition
finnish	/r/CreatedBy 	finnish /r/CreatedBysauna
swedish	/r/CreatedBy 	swedish /r/CreatedByswell
venezuelan	/r/CreatedBy 	venezuelan /r/CreatedByvenezuelan art
puerto rican	/r/CreatedBy 	puerto rican /r/CreatedBygore of rice
ghanaian	/r/CreatedBy 	ghanaian /r/CreatedBycricket
moroccan	/r/CreatedBy 	moroccan /r/CreatedBycanning
somalia	/r/CreatedBy 	somalia /r/CreatedByemergency medicine
saudi arabian	/r/CreatedBy 	saudi arabian /r/CreatedBysaudi
syria	/r/CreatedBy 	syria /r/CreatedBysubstance
chinese	/r/CreatedBy 	chinese /r/CreatedBypink
pakistani	/r/CreatedBy 	pakistani /r/CreatedByterrorism
china	/r/CreatedBy 	china /r/CreatedBycolor
india	/r/CreatedBy 	india /r/CreatedByindigenous culture
irish	/r/CreatedBy 	irish /r/CreatedBygeographical object
britain	/r/CreatedBy 	britain /r/CreatedBychocolate bean
france	/r/CreatedBy 	france /r/CreatedBytheatre venue
greece	/r/CreatedBy 	greece /r/CreatedBygeographic entity
scotland	/r/CreatedBy 	scotland /r/CreatedByflour mill
mexican	/r/CreatedBy 	mexican /r/CreatedByjapanese
paraguayan	/r/CreatedBy 	paraguayan /r/CreatedBychicken in a soup
brazil	/r/CreatedBy 	brazil /r/CreatedByfortification
african	/r/CreatedBy 	african /r/CreatedByacademic
eritrean	/r/CreatedBy 	eritrean /r/CreatedByalcohol resistance status
sierra leonean	/r/CreatedBy 	sierra leonean /r/CreatedBysnacks
africa	/r/CreatedBy 	africa /r/CreatedBygulf syrup
jordan	/r/CreatedBy 	jordan /r/CreatedByclay of clay
indonesia	/r/CreatedBy 	indonesia /r/CreatedByindonesia with multiple languages
vietnam	/r/CreatedBy 	vietnam /r/CreatedBymilitary base
pakistan	/r/CreatedBy 	pakistan /r/CreatedByadministration
german	/r/CreatedBy 	german /r/CreatedByoccupation
